SampleSiteID,SampleSiteCode,Site_Veg,Needles,Genus,LMA_gm2,LWA_gm2,LWC_%,d15N,d13C,N_weight_percent,C_weight_percent,CN,1C,8P,8U,Al,As,Co,Cr,Cu,Mo,Na,Ni,Se,Si,Sr,Zn
246,246-ER18,boothii,False,Salix,63.1,141.62609533108298,69.2,0.88,-25.8,3.66,47.34,15.083935812971141,657.4494949494948,,,11699.494949494949,17.6010101010101,443.1313131313131,487.6515151515152,11295.70707070707,55.90909090909091,5217.146464646465,2565.606060606061,568.4090909090909,24401.212121212124,110474.29292929293,91970.45454545453
247,247-ER18,CorCas,False,Corydalis,31.2,110.69864741532244,78.0,2.97,-26.33,6.08,47.73,9.154937053386169,72.23325062034739,,,12533.995037220844,86.47642679900746,122.0843672456576,645.0124069478909,4524.24317617866,152.60545905707198,17458.064516129034,16166.004962779156,913.5980148883374,25991.7617866005,25283.672456575685,45354.34243176179
248,248-ER18,boothii,False,Salix,64.9,150.23900576146687,69.8,1.92,-25.13,3.42,46.34,15.801467814006196,1045.8560794044663,,19.330024813895786,112012.4069478908,29.50372208436725,156.67493796526057,621.6129032258065,4330.942928039703,79.35483870967742,30185.359801488838,1451.7866004962784,240.0992555831266,33672.90322580645,158304.76426799007,95307.1960297767
249,249-ER18,Aspen,False,Populus,76.6,122.91583624653148,61.6,1.05,-24.95,3.34,50.4,17.59752444290069,296.2249999999999,,,32482.25,,443.825,531.9749999999998,4885.15,36.9,,1652.2999999999995,279.825,35124.7,12332.8,61100.24999999999
250,250-ER18,Aspen,False,Populus,78.4,119.57152466142617,60.4,1.36,-25.5,3.09,47.21,17.817346603809018,293.88471177944865,,,21979.6992481203,,234.2857142857143,636.0651629072682,4608.646616541354,55.48872180451129,,1002.907268170426,163.38345864661656,29746.06516290727,24324.611528822057,71056.39097744362
251,251-ER18,SubFir,True,Abies,303.9,263.09254391513565,46.4,-0.13,-26.1,1.26,48.48,44.870362022434755,65.80246913580247,,,435916.04938271607,7.086419753086419,45.55555555555554,582.0987654320987,1782.7407407407404,21.259259259259263,,1010.3209876543207,-23.283950617283946,34306.370370370365,59882.271604938265,16470.86419753086
252,252-ER18,Engelmann,True,Picea,379.7,319.7542428692391,45.7,,-25.65,0.84,51.43,71.40107422072462,,,,49928.88888888888,,41.50617283950618,1663.2839506172836,1223.925925925926,21.259259259259263,,544.6419753086419,346.2222222222221,47649.08641975308,34674.864197530864,23638.271604938265
253,253-ER18,SubFir,True,Abies,301.5,257.23519637738053,46.0,0.18,-25.06,1.09,45.77,48.96907741972888,17.295285359801493,,,323421.83622828784,,29.50372208436725,503.5980148883375,1821.0918114143922,7.121588089330026,,788.4615384615387,125.136476426799,29990.024813895787,20736.029776674943,18841.68734491315
254,254-ER18,SubFir,True,Abies,272.8,210.3889058420642,43.5,0.13,-25.12,1.28,51.7,47.1029471377605,20.297029702970306,,,480430.6930693069,,37.54950495049505,450.5940594059407,1912.9950495049507,10.148514851485153,1943.440594059406,725.6188118811881,328.81188118811883,30311.584158415848,20573.06930693069,33632.17821782178
255,255-ER18,Engelmann,True,Picea,387.6,329.9209298029994,46.0,,-24.94,0.87,43.05,57.70605836232808,103.0099502487562,,,60520.89552238807,,59.154228855721385,361.04477611940285,1569.6268656716418,8.159203980099504,,657.8358208955224,351.865671641791,52930.796019900496,22817.213930348258,64702.48756218905
256,256-ER18,Aspen,False,Populus,64.2,116.45230875620459,64.5,-0.27,-25.95,3.27,51.91,18.512743491793213,553.1421446384038,,,9267.431421446385,,87.93017456359102,414.08977556109727,5666.384039900247,154.38902743142143,,593.0174563591022,360.9226932668329,29209.17705735661,32024.987531172075,94228.42892768078
257,257-ER18,Engelmann,True,Picea,362.5,279.8244795070488,43.6,,-24.55,0.73,48.67,77.75100181789959,56.97270471464021,,,60726.79900744418,,51.88585607940446,429.3300248138957,1326.650124069479,14.243176178660052,,581.9354838709677,134.2928039702233,52677.36972704716,46027.84119106701,44499.75186104219
258,258-ER18,Engelmann,True,Picea,337.6,237.0052688701034,41.2,,-25.26,0.88,44.81,59.38267800226616,,,12.148148148148149,70904.69135802469,10.123456790123457,40.49382716049383,335.08641975308643,1196.5925925925924,26.320987654320987,,449.48148148148147,304.71604938271605,114818.2222222222,34452.148148148146,60659.75308641977
259,259-ER18,Meadow,False,,78.85825563,361.4520002605487,82.1,0.98,-25.6,3.59,46.71,15.173400676875561,310.0753768844222,,,33593.21608040202,52.53768844221105,60.77889447236182,397.63819095477385,11651.00502512563,223.5427135678392,21427.135678391962,12722.361809045227,355.40201005025125,23763.517587939703,66302.56281407035,30008.291457286432
260,260-ER18,Meadow,False,,60.67028345157896,179.78926221494422,74.07894736842105,-0.68,-26.08,3.01,40.55,15.710567407406138,366.469135802469,,,125733.33333333331,86.04938271604937,208.5432098765432,524.395061728395,7971.209876543209,231.82716049382717,,4346.0,296.6172839506173,29092.790123456787,30757.086419753086,40119.25925925926
261,261-ER18,Meadow,False,,72.70540118052631,207.35749130821523,73.8,-1.34,-26.16,2.85,42.29,17.30455089825607,422.3618090452262,,,92054.27135678392,56.65829145728643,176.15577889447238,453.26633165829145,6663.015075376885,199.8492462311558,3449.974874371859,5343.391959798994,-32.96482412060301,44387.13567839196,35696.78391959799,37693.21608040202
262,262-ER18,Meadow,False,,66.97867615999999,346.00971497833615,83.425,-1.48,-26.25,3.21,46.97,17.06408615868919,1343.9454094292805,,,13307.196029776675,133.27543424317622,39.67741935483871,526.9975186104218,9967.171215880897,142.43176178660053,17488.585607940448,3226.079404466501,1045.8560794044663,29033.697270471468,51623.374689826305,87748.13895781638
263,263-ER18,Meadow,False,,72.14705801263159,265.9630032088446,77.83684210526316,0.45,-25.31,2.74,40.89,17.40339811964502,449.6774193548387,,,21120.595533498763,146.5012406947891,66.12903225806451,445.60794044665016,7380.0,130.22332506203475,610.4218362282877,4730.769230769231,354.04466501240694,22766.699751861044,55285.905707196034,34193.7965260546
264,264-ER18,Meadow,False,,69.13565496111111,270.1697072595747,78.55,-0.48,-26.32,2.86,45.16,18.414308197568122,243.151364764268,,,26899.255583126556,179.05707196029778,82.40694789081887,517.8411910669976,7032.059553349875,106.82382133995036,,7380.0,427.29528535980165,30936.17866004963,56476.2282878412,24172.7047146402
265,265-ER18,Meadow,False,,64.2641967363158,350.88008113273145,84.42105263157895,1.65,-26.84,3.19,44.13,16.132837222233373,1749.4014962593515,,,14989.027431421446,133.94014962593516,77.70573566084788,445.785536159601,7796.134663341645,171.7705735660848,,2458.977556109725,312.86783042394023,29669.276807980048,52116.009975062334,84525.43640897756
266,266-ER18,Meadow,False,,40.88260593722222,194.21605249970384,82.57777777777778,-0.64,-26.27,4.35,49.0,13.136338488985254,1564.9009900990104,,,18825.495049504952,209.05940594059402,49.72772277227723,588.6138613861386,15872.27722772277,127.87128712871291,,5504.5544554455455,1930.2475247524756,34401.435643564364,34009.70297029703,256351.48514851488
267,267-ER18,Meadow,False,,67.20896091,206.15933884417558,74.96875,-0.2,-25.94,3.23,45.63,16.47462181618707,328.81188118811883,,,14755.940594059406,148.16831683168317,26.38613861386139,700.2475247524753,8913.440594059406,305.470297029703,,3908.1930693069307,984.4059405940596,116624.70297029705,16067.128712871288,100926.98019801981
268,268-ER18,Meadow,False,,59.98706582277777,227.165328706129,78.3,0.58,-26.25,2.77,41.15,17.324375085644903,704.3324937027706,,16.523929471032748,19849.370277078084,183.8287153652393,61.9647355163728,474.03022670025183,7873.652392947103,84.68513853904281,,3388.4382871536523,529.7984886649874,28408.765743073043,32316.675062972285,39760.705289672536
269,269-ER18,Meadow,False,,50.247453800624996,346.02684092315246,86.634375,1.35,-25.79,4.28,46.73,12.732671059115589,872.6419753086418,20.246913580246915,,77009.13580246911,159.9506172839506,310.7901234567901,536.5432098765432,9044.296296296296,119.45679012345678,,3769.975308641975,311.8024691358025,26501.185185185186,23498.56790123457,46375.55555555555
270,270-ER18,Meadow,False,,51.367408114444444,157.10191981336905,72.92222222222222,0.2,-26.02,3.85,44.24,13.400527559895458,140.04950495049508,,,37031.93069306931,116.70792079207921,434.3564356435643,642.4009900990097,9793.31683168317,242.54950495049502,,6242.351485148514,29.43069306930693,40054.15841584159,23932.22772277228,28872.52475247525
271,271-ER18,Meadow,False,,54.24546270294118,165.91288448587648,72.6,-0.83,-26.55,2.92,45.91,18.3354658591523,419.2947103274559,477.12846347607046,,161624.68513853903,265.41561712846345,139.4206549118388,640.3022670025189,12527.2040302267,98.11083123425692,,5207.103274559193,259.2191435768262,33149.06801007556,12302.065491183877,64278.085642317375
272,272-ER18,Meadow,False,,44.07699945631579,206.43445309622606,82.34210526315789,1.22,-24.71,4.41,47.89,12.664083199283361,2886.1975308641972,,,43368.88888888888,97.18518518518519,41.50617283950618,605.3827160493828,12613.827160493827,209.55555555555557,,1390.962962962963,170.0740740740741,31674.271604938276,13364.987654320988,67401.97530864197
273,273-ER18,Meadow,False,,55.76630831,306.41073327297244,83.75,0.77,-25.48,2.92,43.89,17.528721336488662,1651.360201511335,,,20262.468513853903,182.7959697732997,149.74811083123424,475.0629722921914,7597.909319899244,67.12846347607052,13239.798488664988,3657.9848866498733,100.17632241813602,28429.420654911846,48313.90428211587,53929.97481108311
274,274-ER18,Meadow,False,,40.020876003157895,176.05127612220488,81.39473684210526,1.31,-25.08,4.26,45.76,12.526909046006748,1881.7164179104475,,,33432.338308457714,194.8009950248756,77.51243781094526,554.8258706467661,13156.71641791045,48.95522388059701,4366.194029850745,2218.283582089552,322.28855721393035,32828.557213930355,24071.691542288554,76737.31343283581
275,275-ER18,Meadow,False,,41.365490323125,168.32758110064665,79.69375,1.59,-25.93,3.74,45.6,14.218728051266588,2736.439393939393,123.2070707070707,,57244.69696969696,291.96969696969694,104.57070707070706,606.7171717171718,11140.40404040404,221.56565656565655,7766.1868686868675,6327.045454545454,250.55555555555557,50367.87878787878,47421.262626262615,79297.72727272728
276,276-ER18,Meadow,False,,64.99317174425,303.19759891289135,81.94,0.93,-25.95,2.97,47.06,18.478341155903664,1680.8977556109726,,,23403.740648379047,191.1970074812968,251.52119700748128,487.7057356608478,7318.653366583541,123.71571072319202,29241.895261845384,7635.610972568578,139.05236907730674,29168.27930174563,56267.13216957606,34763.092269326684
277,277-ER18,Meadow,False,,50.531706011351346,367.5406880782409,87.84324324324324,2.37,-25.98,3.02,44.1,17.029392445158035,1118.830845771144,,,35737.313432835814,126.46766169154228,124.42786069651741,478.33333333333326,5288.18407960199,114.22885572139305,3540.074626865672,2056.1194029850744,144.8258706467662,27310.895522388066,65367.46268656716,38491.0447761194
278,278-ER18,Meadow,False,,45.293605414210525,212.80382746212965,82.39473684210526,1.84,-24.93,4.17,44.31,12.391765963119337,520.1492537313433,,19.37810945273632,31861.691542288554,100.97014925373136,35.69651741293532,468.13432835820885,13166.915422885571,212.13930348258702,,907.7114427860696,305.9701492537314,21038.507462686564,11832.885572139305,63764.17910447762
279,279-ER18,Gooseberry,False,Ribes,44.7,95.69521937571217,68.2,1.1,-25.58,3.81,47.48,14.532932020129818,24.29629629629629,42.518518518518526,,84348.64197530862,111.358024691358,72.8888888888889,869.604938271605,5963.728395061728,122.49382716049381,21208.64197530864,1158.1234567901233,201.4567901234568,27341.43209876543,27173.382716049386,23385.185185185186
280,280-ER18,planifolia,False,Salix,57.2,109.56051732334494,65.7,-0.03,-26.47,4.15,50.78,14.269610119731594,13182.920792079209,,,32789.85148514852,46.68316831683168,2169.752475247525,549.0346534653465,7207.475247524753,74.0841584158416,22722.52475247525,4680.495049504952,216.1633663366337,33437.32673267327,32477.277227722778,221948.01980198015
281,281-ER18,wolfii,False,Salix,59.6,138.9797208177622,70.0,-1.28,-26.62,3.63,43.1,13.8464407803868,16308.436724565758,,,24386.352357320102,38.66004962779157,694.8635235732012,496.4764267990074,7330.148883374691,67.14640198511168,6638.337468982631,5945.508684863524,60.02481389578165,29939.156327543416,47157.121588089336,375307.69230769225
282,282-ER18,SubFir,True,Abies,240.3,230.44026948654346,48.9,1.14,-26.2,1.34,46.58,40.537988328566236,168.04938271604937,,,445027.1604938272,42.518518518518526,72.8888888888889,437.33333333333326,2058.0987654320984,17.209876543209873,,4574.79012345679,88.07407407407406,32069.086419753083,24814.61728395061,29965.43209876544
283,283-ER18,planifolia,False,Salix,62.8,136.3838066115054,68.5,0.56,-26.38,3.85,45.66,13.830652992423744,13989.447236180904,17.51256281407035,,20582.412060301507,82.41206030150755,610.8793969849248,396.6080402010051,6940.125628140704,118.46733668341707,38321.608040201005,1799.6733668341712,656.2060301507538,20064.246231155783,25970.100502512567,398462.311557789
284,284-ER18,wolfii,False,Salix,62.3,129.6463719168562,67.5,0.15,-26.2,3.39,48.01,16.515796202663246,6124.181360201513,64.03022670025189,,39781.360201511336,50.604534005037785,1896.1209068010073,541.1586901763225,7465.7178841309815,83.65239294710327,61634.25692695215,3115.793450881612,300.5289672544081,22035.6926952141,19095.46599496221,163896.72544080607
285,285-ER18,CorCas,False,Corydalis,39.5,277.34093841243975,87.5,0.05,-25.37,5.87,45.48,9.035451566192208,430.81218274111677,,,10388.401015228426,61.39593908629442,78.04568527918781,416.2436548223352,8470.558375634519,236.21827411167519,27149.492385786813,3414.2385786802033,1085.3553299492387,19976.573604060915,21134.77157360406,61364.72081218276
286,286-ER18,Elderberry,False,Sambucus,35.7,140.85363429504196,79.8,2.93,-25.52,6.15,47.92,9.086763002176717,64.73684210526315,216.81704260651625,,22339.34837092732,79.12280701754386,48.29573934837094,415.1378446115288,6044.160401002508,155.16290726817044,19729.323308270683,692.5814536340854,498.3709273182957,22264.335839599,29028.822055137847,60801.2531328321
287,287-ER18,CorCas,False,Corydalis,27.2,103.6702347013788,79.2,3.65,-26.55,5.4,43.38,9.368354050971217,509.1435768261965,16.523929471032748,,5002.6196473551645,102.24181360201513,58.86649874055415,427.5566750629723,7715.642317380351,234.4332493702771,16978.337531486148,4451.133501259445,562.846347607053,22417.80856423174,14726.952141057933,78116.8765743073
288,288-ER18,DisInv,False,Distegia,49.7,129.71930061635248,72.3,-1.33,-27.18,3.18,49.93,18.31057377926066,560.1980198019803,84.23267326732675,,40238.86138613861,54.80198019801981,32.475247524752476,354.18316831683165,6158.118811881188,117.72277227722772,19657.673267326736,7690.544554455448,258.7871287128713,16275.17326732673,22174.504950495048,40482.42574257426
289,289-ER18,Engelmann,True,Picea,418.5,304.95250189259815,42.2,2.03,-25.7,0.96,42.63,51.78590938704655,76.04010025062657,12.330827067669174,,42418.045112781954,20.551378446115294,35.96491228070175,267.16791979949875,1440.6516290726818,21.57894736842106,,642.2305764411027,242.50626566416042,29662.832080200507,44688.972431077695,32892.48120300752
290,290-ER18,SubFir,True,Abies,316.2,264.82123218028255,45.6,2.56,-25.32,1.21,54.0,52.044626599133686,81.3819095477387,29.874371859296488,,611909.5477386935,16.48241206030151,54.59798994974876,376.0050251256282,2071.633165829146,18.542713567839197,,2075.7537688442217,105.07537688442216,18199.67336683417,25228.391959798995,38455.527638190964
291,291-ER18,Engelmann,True,Picea,405.8,310.090617246623,43.3,,-24.93,0.73,47.32,75.59435804444233,57.990074441687355,,,18119.35483870968,23.39950372208437,42.72952853598016,306.22828784119116,1455.8560794044668,33.573200992555826,837.2952853598015,528.0148883374691,202.45657568238224,33051.29032258065,33522.33250620348,23094.292803970224
292,292-ER18,Engelmann,True,Picea,396.9,336.2137137961712,45.9,4.15,-25.34,1.1,49.16,52.11787459212505,54.80198019801981,15.222772277227724,,102905.94059405943,11.163366336633663,405.94059405940607,413.0445544554455,1841.9554455445545,14.207920792079207,2832.450495049505,1796.2871287128714,261.83168316831683,49379.62871287129,17770.049504950497,28131.683168316835
293,293-ER18,Engelmann,True,Picea,395.9,294.6224713001549,42.7,3.16,-24.67,1.03,45.36,51.35743541297036,70.02475247524754,11.163366336633663,,45353.71287128714,15.222772277227724,69.00990099009903,291.26237623762376,1171.138613861386,9.133663366336632,,579.4801980198021,69.00990099009903,39576.16336633664,24153.465346534656,38320.79207920792
294,294-ER18,Engelmann,True,Picea,420.0,348.9416174351087,45.4,,-24.8,0.88,46.34,61.41024991352408,123.81188118811882,,,51077.47524752474,5.0742574257425765,48.71287128712871,285.17326732673274,1672.4752475247526,5.0742574257425765,,1276.6831683168316,-101.48514851485146,42032.10396039605,24457.92079207921,40177.970297029715
295,295-ER18,Engelmann,True,Picea,395.6,262.4500004569647,39.9,,-24.99,0.65,48.03,86.17211204624594,32.55583126550869,,,28333.746898263038,7.121588089330026,54.9379652605459,303.1761786600497,1092.6550868486354,,,778.2878411910672,-83.42431761786597,44974.863523573214,37835.98014888338,37612.15880893301
296,296-ER18,Engelmann,True,Picea,370.5,281.41535650386396,43.2,,-24.73,0.81,46.4,66.80369263332787,30.37037037037037,,,87608.3950617284,5.061728395061729,94.14814814814815,270.2962962962963,1495.2345679012344,7.086419753086419,,2469.1111111111113,59.72839506172845,38202.88888888888,21643.950617283943,41334.074074074066
297,297-ER18,Engelmann,True,Picea,409.2,278.7270633155047,40.5,,-24.45,0.75,51.11,79.4716307958737,21.36476426799008,5.086848635235733,,45679.90074441688,,54.9379652605459,355.06203473945413,1168.9578163771714,,,1042.8039702233252,76.30272952853599,54324.49131513648,31385.85607940448,29890.322580645166
298,298-ER18,Engelmann,True,Picea,375.1,274.13511173811287,42.2,,-24.77,0.9,52.26,67.716484468016,94.06483790523691,44.987531172069815,,69413.71571072319,14.3142144638404,73.61596009975062,395.68578553615964,1604.2144638403988,10.224438902743143,,4845.361596009975,127.80548628428929,31876.73316708229,15500.249376558604,41040.897755610975
299,299-ER18,Lodgepole,True,Pinus,314.0,321.0716501377492,50.6,,-26.66,1.11,49.66,52.17365281722896,183.2575757575757,40.37878787878788,,689856.0606060604,10.353535353535355,101.46464646464645,371.69191919191917,2235.3282828282827,7.2474747474747465,3478.7878787878785,218.459595959596,63.15656565656565,20186.28787878788,6864.393939393938,36868.93939393939
300,300-ER18,Lodgepole,True,Pinus,277.8,313.51753651502463,53.0,,-27.8,1.11,51.42,54.022739183687335,325.34825870646773,56.09452736318407,,376547.263681592,18.35820895522388,165.2238805970149,462.01492537313436,2337.6119402985073,22.43781094527363,6052.089552238806,881.1940298507463,142.78606965174131,22271.5671641791,6097.985074626867,118818.40796019901
301,301-ER18,Lodgepole,True,Pinus,284.4,320.2064528548182,53.0,,-26.06,1.21,51.71,49.83754891557783,168.4653465346535,47.6980198019802,,984101.4851485152,12.178217821782178,96.41089108910893,415.07425742574264,2322.9950495049507,5.0742574257425765,,728.6633663366338,-26.38613861386136,21633.58910891089,3324.653465346535,61459.405940594064
302,302-ER18,Engelmann,True,Picea,359.6,327.1218197078498,47.6,,-24.92,0.84,49.69,68.98540497818017,185.25925925925927,63.77777777777778,,67381.72839506173,11.135802469135802,114.39506172839505,407.9753086419752,1371.7283950617282,7.086419753086419,,890.864197530864,55.67901234567906,56445.358024691355,127049.38271604935,64516.790123456776
303,303-ER18,Lodgepole,True,Pinus,293.0,311.52067080102734,51.5,,-26.18,0.99,47.29,55.70595537161183,414.04938271604937,41.50617283950618,,1490172.8395061728,8.098765432098766,293.5802469135802,355.33333333333326,2284.8641975308637,16.197530864197528,1578.2469135802469,1228.9876543209875,228.7901234567901,19666.83950617284,8891.43209876543,84166.41975308643
304,304-ER18,Lodgepole,True,Pinus,243.7,299.62254553441875,55.1,1.11,-26.1,1.58,51.54,38.041254881064376,1418.7623762376238,187.74752475247524,,1076757.4257425743,11.163366336633663,839.2821782178216,363.3168316831684,3752.920792079208,25.37128712871288,,2653.836633663367,229.35643564356437,20649.183168316835,10899.504950495053,146544.55445544556
305,305-ER18,Lodgepole,True,Pinus,317.5,363.38613377404823,53.4,,-27.24,1.22,47.72,45.61504543694441,742.0493827160493,345.2098765432098,,545755.5555555556,17.209876543209873,797.7283950617282,435.30864197530855,2564.271604938272,13.160493827160494,,1690.6172839506173,94.14814814814815,23361.9012345679,10153.827160493824,138185.18518518517
306,306-ER18,Aspen,False,Populus,76.1,98.68211625389952,56.4,2.83,-27.23,2.38,49.07,24.04399386037646,2305.1111111111113,21.259259259259263,,7880.098765432098,6.0740740740740735,1694.666666666667,420.1234567901234,5782.518518518516,26.320987654320987,63777.777777777774,5046.543209876543,56.69135802469141,21853.506172839505,38863.950617283954,383172.8395061728
307,307-ER18,Engelmann,True,Picea,371.1,300.8916244661079,44.8,,-28.94,0.63,48.41,89.61114791691693,192.76119402985069,74.45273631840796,,111271.14427860694,8.159203980099504,172.363184079602,356.96517412935316,1114.7512437810944,13.258706467661689,,977.0646766169153,94.85074626865674,65219.577114427855,116064.67661691539,112597.01492537315
308,308-ER18,Aspen,False,Populus,103.8,121.66969131074985,54.0,,-25.67,2.17,44.04,23.66764703930086,770.3950617283949,20.246913580246915,,9441.135802469136,7.086419753086419,3466.2716049382707,329.0123456790123,3879.308641975308,38.46913580246913,43844.69135802469,2859.876543209876,21.25925925925928,20790.54320987654,35685.18518518518,123911.11111111114
309,309-ER18,wolfii,False,Salix,66.0,108.02025541884323,62.1,,-27.07,3.07,47.02,17.86124619771041,5722.79012345679,141.7283950617284,,59799.25925925925,44.54320987654321,545.6543209876544,511.2345679012346,3265.827160493827,168.04938271604937,15205.432098765426,3073.481481481481,676.2469135802469,25093.01234567901,51184.19753086419,168555.55555555553
310,310-ER18,brachy,False,Salix,88.0,108.75763377461452,55.3,,-26.07,3.15,50.84,18.821858128882702,13818.518518518518,58.716049382716044,,22919.5061728395,31.38271604938271,267.25925925925924,373.5555555555555,3895.506172839506,63.77777777777778,9897.703703703704,1334.2716049382716,378.6172839506172,21296.716049382714,36221.728395061735,276572.8395061728
311,311-ER18,Willow,False,Salix,85.7,113.71851409590496,57.0,,-26.61,2.23,43.92,22.968095003181208,4313.6049382716055,104.2716049382716,,56944.44444444443,40.49382716049383,244.98765432098762,408.98765432098764,3645.456790123456,85.03703703703705,4487.7283950617275,2895.308641975308,462.641975308642,20415.975308641973,40281.23456790123,87223.70370370371
312,312-ER18,PotFru,False,Pentaphylloides,90.6,109.7856127417462,54.8,,-26.91,2.57,46.93,21.29535765110092,907.0617283950617,129.58024691358023,,62228.888888888876,39.481481481481474,77.95061728395059,385.7037037037037,7050.9876543209875,230.8148148148148,15245.925925925923,2556.172839506173,1261.3827160493827,19140.41975308642,39775.061728395056,37092.345679012345
313,313-ER18,boothii,False,Salix,66.5,126.9647324077786,65.6,,-27.2,2.71,51.85,22.312435464601258,6272.693266832917,83.84039900249377,,37032.917705735665,26.583541147132173,387.50623441396505,410.00000000000006,7408.628428927681,158.4788029925187,8996.483790523691,1389.5012468827929,332.29426433915216,19586.95760598504,49445.38653366583,113389.02743142145
314,314-ER18,wolfii,False,Salix,81.1,108.78218026467303,57.3,,-27.39,2.34,44.44,22.147550485432543,4458.114143920596,182.10918114143917,,90250.86848635237,52.903225806451616,308.2630272952854,555.4838709677422,6108.287841191067,173.97022332506202,1120.1240694789085,3461.091811414392,498.5111662531018,22073.87096774194,43289.08188585608,161456.57568238216
315,315-ER18,wolfii,False,Salix,79.5,113.0395811688973,58.7,,-25.99,2.96,47.63,18.765337422104928,14861.234567901232,88.07407407407406,,41830.12345679012,35.4320987654321,348.2469135802469,462.641975308642,3594.8395061728393,80.98765432098766,1341.358024691358,2441.777777777777,534.5185185185185,20345.11111111111,34622.22222222222,214617.28395061727
316,316-ER18,Willow,False,Salix,88.3,113.55973792866264,56.2,,-26.91,2.71,49.62,21.352807092642514,10808.168316831685,69.00990099009903,,46327.970297029715,19.282178217821784,179.62871287128712,491.18811881188117,3459.628712871287,41.60891089108912,11082.178217821782,2144.381188118812,390.71782178217836,21349.43069306931,27472.029702970296,159331.68316831684
317,317-ER18,Willow,False,Salix,82.4,112.35055828476992,57.7,,-27.07,2.57,44.56,20.219926207821374,3146.41604010025,133.58395989974935,,60421.05263157895,33.909774436090224,212.7067669172933,418.22055137844615,3975.664160401003,244.5614035087719,8292.481203007519,2249.3483709273187,393.5588972431078,21452.55639097745,42921.55388471178,122588.97243107774
318,318-ER18,wolfii,False,Salix,70.8,109.251426784095,60.7,,-26.88,2.93,46.76,18.6112005759597,,,,,,,,,,,,,,,
319,319-ER18,Engelmann,True,Picea,439.8,309.8035337763048,41.3,,-26.98,1.3,46.33,41.56104467106573,79.9753086419753,,,11854.567901234568,,49.60493827160494,260.1728395061728,2491.3827160493825,284.4691358024691,,836.1975308641972,-118.44444444444441,43224.12345679013,157925.92592592593,58240.24691358023
320,320-ER18,Engelmann,True,Picea,333.0,269.4700110538685,44.7,,-25.68,1.12,44.08,45.89771560834445,91.11111111111109,,,15215.555555555557,,68.83950617283949,238.9135802469136,1486.1234567901233,103.25925925925924,,340.1481481481481,-70.86419753086412,36097.209876543195,108320.98765432098,86484.69135802469
321,321-ER18,Aspen,False,Populus,83.6,111.5220661757774,57.2,,-25.77,2.78,53.69,22.5224751035842,1219.7499999999998,,,19403.25,,712.3749999999999,449.97499999999985,5387.4,90.2,,1058.8249999999996,-147.59999999999994,23920.425,83168.5,131507.5
322,322-ER18,Aspen,False,Populus,98.0,118.08698742687628,54.6,,-25.27,2.81,49.15,20.397864839794245,848.3456790123456,11.135802469135802,,14132.345679012344,5.061728395061729,260.1728395061728,378.6172839506172,4700.3209876543215,115.4074074074074,,652.9629629629628,70.8641975308642,21883.87654320988,56306.66666666666,104676.54320987656
323,323-ER18,Engelmann,True,Picea,398.7,275.50935790798206,40.9,,-26.17,0.65,48.48,86.97947099733506,22.326732673267326,,,24265.099009900998,5.0742574257425765,43.63861386138614,349.1089108910891,1303.069306930693,17.252475247524757,,447.54950495049513,-195.86633663366337,26180.12376237624,190995.0495049505,43658.91089108912
324,324-ER18,SubFir,True,Abies,305.5,259.5851933116441,45.9,,-25.17,0.99,48.68,57.343326443012565,47.58024691358025,34.419753086419746,,338528.39506172837,8.098765432098766,34.419753086419746,603.3580246913581,2027.7283950617284,7.086419753086419,8418.666666666668,407.9753086419752,55.67901234567906,26581.16049382716,18667.65432098765,18333.58024691358
325,325-ER18,SubFir,True,Abies,388.2,273.7367797577958,41.4,,-26.9,1.06,52.24,57.47312482847448,84.02469135802468,37.456790123456784,,81534.32098765433,5.061728395061729,41.50617283950618,615.5061728395061,1933.58024691358,14.172839506172838,8546.222222222223,659.0370370370372,-61.753086419753075,29375.23456790123,58716.049382716046,28770.864197530864
326,326-ER18,Aspen,False,Populus,98.7,136.52194471651967,58.0,,-25.97,2.8,49.25,20.51236382677827,977.3019801980197,,,3696.089108910891,,402.8960396039605,333.88613861386136,5347.252475247525,71.03960396039605,,1741.4851485148513,-34.504950495049485,19228.391089108914,25472.77227722773,94117.32673267326
327,327-ER18,Aspen,False,Populus,90.3,127.28355655501544,58.5,,-26.78,2.55,46.11,21.087371505505633,1475.3787878787878,,,1606.8686868686868,,387.22222222222223,307.5,5863.207070707072,82.82828282828284,,2061.3888888888887,-3.1060606060606086,18384.772727272724,32831.06060606061,111196.96969696973
328,328-ER18,Engelmann,True,Picea,371.5,289.327571256748,43.8,,,,,,34.419753086419746,9.111111111111109,,29874.320987654315,,77.95061728395059,433.28395061728384,1724.024691358025,53.65432098765432,185.25925925925927,664.0987654320987,-52.64197530864196,30721.65432098765,196800.0,53249.38271604938
329,329-ER18,SubFir,True,Abies,361.3,298.49618517562936,45.2,0.88,-25.8,1.49,50.86,39.806830073162395,168.76262626262624,,,59180.80808080808,,86.96969696969698,383.080808080808,3440.479797979797,109.74747474747473,3169.217171717172,1648.2828282828284,-3.1060606060606086,19751.439393939392,83987.87878787878,45441.66666666667
